Body,Head,Head_Coverage,Std_Confidence,PCA_Confidence,Positive_Examples,Body_size,PCA_Body_size,?b
?a child ?c   ?c child ?b,?a successor ?b,354,0.011299435028248588,0.006993006993006993,4,2,572,?a
?b hasSpouse No,Maria_Josepha_of_Saxony_Dauphine_of_France child ?b,5,0.6,0.0025662959794696323,3,1,1169,?b
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,?a child Anne_Marie_d_Orl_ans,2,1.0,0.00468384074941452,2,1,427,?a
?b spouse Alfonso_XI_of_Castile,Alfonso_XI_of_Castile spouse ?b,3,1.0,1.0,3,1,3,?b
?b parent Louis_Dauphin_of_France_son_of_Louis_XIV,Louis_Dauphin_of_France_son_of_Louis_XIV child ?b,3,0.6666666666666666,1.0,2,1,2,?b
?b child Marie_of_Orl_ans_Viscountess_of_Narbonne,Louis_XII parent ?b,2,1.0,1.0,2,1,2,?b
?c child ?a   ?d mother ?c   ?b successor ?d,?a predecessor ?b,358,0.1564245810055866,0.6666666666666666,56,3,84,?a
?b child Sanchia_of_Provence,Margaret_of_Provence parent ?b,2,1.0,1.0,2,1,2,?b
"?a gender ""male""",?a name Baldwin_IV,2,1.0,0.006872852233676976,2,1,291,?a
?b parent ?c,Henry_VI_of_England predecessor ?b,2,1.0,0.0032258064516129032,2,1,620,?b
?c parent ?a,?a child Cecile_of_France,2,1.0,0.006309148264984227,2,1,317,?a
?c mother ?a   ?b child ?c,?a child ?b,1508,0.000663129973474801,0.005050505050505051,1,2,198,?a
?b successor Louis_XII,Louis_XII predecessor ?b,3,1.0,0.75,3,1,4,?b
Yolande_of_Aragon child ?a,?a hasSpouse No,1169,0.001710863986313088,0.6666666666666666,2,1,3,?a
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,?a mother Isabella_of_Portugal,2,1.0,0.004901960784313725,2,1,408,?a
?a gender ?c,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,2652,0.33634992458521873,1.0,892,1,892,?a
Charles_VI_of_France parent ?b,Louis_I_Duke_of_Orl_ans parent ?b,2,1.0,1.0,2,1,2,?b
Charles_X child ?b,Maria_Theresa_of_Savoy child ?b,2,1.0,0.6666666666666666,2,1,3,?b
?a name ?c,?a parent Maria_Beatrice_d_Este_Duchess_of_Massa,2,1.0,0.004048582995951417,2,1,494,?a
?a child Henry_III_of_France,?a child Claude_of_France_1547_1575,2,1.0,1.0,2,1,2,?a
?c child ?a,?a child Princess_Mary_Duchess_of_Gloucester_and_Edinburgh,2,1.0,0.006825938566552901,2,1,293,?a
?b hasSpouse ?c,Francis_II_Holy_Roman_Emperor child ?b,6,1.0,0.0031120331950207467,6,1,1928,?b
?c predecessor ?b,Isabella_I_of_Castile successor ?b,2,1.0,0.006430868167202572,2,1,311,?b
?a child ?c,?a child Archduchess_Clementina_of_Austria,2,1.0,0.00468384074941452,2,1,427,?a
?a name ?c   ?c child ?d   ?b father ?d,?a name ?b,585,0.0,0.0,0,3,41,?a
Anne_of_Cyprus child ?b,Louis_Duke_of_Savoy child ?b,8,1.0,1.0,8,1,8,?b
?c parent ?a,?a child Mary_of_Hungary_governor_of_the_Netherlands,2,1.0,0.006309148264984227,2,1,317,?a
?a predecessor ?c,?a hasSpouse Yes,759,0.20421607378129117,0.6326530612244898,155,1,245,?a
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,Margaret_Countess_of_Anjou parent ?b,2,1.0,0.0007541478129713424,2,1,2652,?b
?c child ?b,Rudolf_I_of_Germany child ?b,7,1.0,0.005847953216374269,7,1,1197,?b
?b father ?c,me_myself_i name ?b,0,0.0,0.0,0,1,561,?b
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,?a father Robert_II_Duke_of_Burgundy,3,1.0,0.0053475935828877,3,1,561,?a
?c successor ?a   ?d successor ?c   ?b successor ?d,?a parent ?b,946,0.004228329809725159,0.027586206896551724,4,3,145,?a
Eleanor_of_Alburquerque child ?a,?a mother Eleanor_of_Alburquerque,2,1.0,1.0,2,1,2,?a
?c mother ?a,?a parent Gaston_IV_Count_of_Foix,2,1.0,0.010810810810810811,2,1,185,?a
?b parent ?c,Henry_VII_Holy_Roman_Emperor successor ?b,2,1.0,0.0032258064516129032,2,1,620,?b
?a father ?c,?a parent Hedwig_of_Bavaria,2,1.0,0.003937007874015748,2,1,508,?a
?b spouse ?c,Gertrude_of_Hohenberg child ?b,6,0.5,0.0039011703511053317,3,1,769,?b
Maria_Christina_of_the_Two_Sicilies parent ?a,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,2652,0.0007541478129713424,1.0,2,1,2,?a
?b hasSpouse ?c,Ren__of_Anjou predecessor ?b,2,1.0,0.001037344398340249,2,1,1928,?b
?c spouse ?a,?a child Hugh_V_Duke_of_Burgundy,2,1.0,0.006622516556291391,2,1,302,?a
?a father ?c,?a parent Gertrude_of_Hohenberg,3,1.0,0.005905511811023622,3,1,508,?a
?a child ?c,?a parent Maria_Amalia_of_Naples_and_Sicily,2,1.0,0.005141388174807198,2,1,389,?a
Catherine_de_Medici child ?a,"?a gender ""female""",407,0.004914004914004914,0.6666666666666666,2,1,3,?a
?a predecessor Sviatoslav_I,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,2652,0.0007541478129713424,1.0,2,1,2,?a
?c child ?b,Louis_XIV child ?b,7,1.0,0.005847953216374269,7,1,1197,?b
"?b gender ""female""",Francis_I_of_the_Two_Sicilies spouse ?b,2,1.0,0.004914004914004914,2,1,407,?b
?a father ?c,?a child Catherine_of_France_Countess_of_Montpensier,2,1.0,0.006472491909385114,2,1,309,?a
?a child Prince_Philippe_Count_of_Paris,?a child Prince_Robert_Duke_of_Chartres,2,1.0,1.0,2,1,2,?a
?c predecessor ?a,?a father Ferdinand_III_of_Castile,2,1.0,0.012048192771084338,2,1,166,?a
?a spouse John_King_of_England,?a hasSpouse Yes,759,0.002635046113306983,1.0,2,1,2,?a
?c name ?a   ?b child ?c,?a name ?b,585,0.0,0.0,0,2,47,?a
?a father ?c,?a child Eleanor_of_Aragon_Queen_of_Portugal,2,1.0,0.006472491909385114,2,1,309,?a
?c parent ?b,Francis_I_Duke_of_Lorraine parent ?b,2,1.0,0.0024630541871921183,2,1,812,?b
?a gender ?c,?a father Philip_I_of_Castile,2,1.0,0.004672897196261682,2,1,428,?a
Isabeau_of_Bavaria parent ?a,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,2652,0.0007541478129713424,1.0,2,1,2,?a
?c child ?b,Maria_Amalia_of_Saxony child ?b,8,1.0,0.006683375104427736,8,1,1197,?b
?a spouse ?c   ?c child ?d   ?d father ?b,?a child ?b,1508,0.001326259946949602,0.017857142857142856,2,3,112,?a
?a gender ?c   ?b gender ?c,?a mother ?b,408,0.25980392156862747,0.0007563378975233502,106,2,140149,?a
?b spouse ?c,George_Duke_of_Brunswic_Calenberg parent ?b,2,1.0,0.002600780234070221,2,1,769,?b
?a successor ?c   ?c father ?b,?a father ?b,561,0.0053475935828877,0.03225806451612903,3,2,93,?a
?c child ?b,Louis_XIII parent ?b,2,1.0,0.001670843776106934,2,1,1197,?b
?c spouse ?b,Henry_III_of_England child ?b,4,0.75,0.003963011889035667,3,1,757,?b
?a child Alphonse_Count_of_Poitiers,?a child Charles_I_of_Anjou,2,1.0,1.0,2,1,2,?a
?a parent ?c,?a child Gerberga_of_Burgundy,2,1.0,0.005141388174807198,2,1,389,?a
?a mother ?c   ?d spouse ?c   ?d child ?b,?a predecessor ?b,358,0.01675977653631285,0.023809523809523808,6,3,252,?a
?b gender ?c,Claude_of_France child ?b,5,0.4,0.002242152466367713,2,1,892,?b
?a child Afonso_V_of_Portugal,?a child Eleanor_of_Portugal_Holy_Roman_Empress,2,1.0,1.0,2,1,2,?a
?b child ?c,Agnes_of_France_Duchess_of_Burgundy parent ?b,2,1.0,0.00468384074941452,2,1,427,?b
?b name ?c,Henry_the_Fowler child ?b,6,0.3333333333333333,0.0034542314335060447,2,1,579,?b
?b parent Rudolf_I_of_Germany,Rudolf_I_of_Germany child ?b,7,0.2857142857142857,1.0,2,1,2,?b
Adelaide_of_Tours child ?a,?a hasSpouse Yes,759,0.002635046113306983,0.5,2,1,4,?a
?b gender ?c,Henry_I_of_France spouse ?b,2,1.0,0.002242152466367713,2,1,892,?b
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,Francis_IV_Duke_of_Modena child ?b,2,1.0,0.0007541478129713424,2,1,2652,?b
?b predecessor ?a,?a child ?b,1508,0.08421750663129973,0.5852534562211982,127,1,217,?a
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,Charles_Emmanuel_III_of_Sardinia child ?b,6,1.0,0.0022624434389140274,6,1,2652,?b
Anne_of_Kiev parent ?a,?a child Anne_of_Kiev,2,1.0,1.0,2,1,2,?a
?a predecessor ?c   ?c father ?d   ?d child ?b,?a successor ?b,354,0.01977401129943503,0.02464788732394366,7,3,284,?a
?a name Peter_I,?a hasSpouse Yes,759,0.003952569169960474,1.0,3,1,3,?a
?a child ?c   ?d spouse ?c   ?d name ?b,?a name ?b,585,0.003418803418803419,0.01092896174863388,2,3,183,?a
?b successor Charles_Martel,Charles_Martel predecessor ?b,2,1.0,0.6666666666666666,2,1,3,?b
?a child Alfonso_V_of_Aragon,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,2652,0.0007541478129713424,1.0,2,1,2,?a
"?b gender ""male""",Robert_II_of_France child ?b,4,0.5,0.004123711340206186,2,1,485,?b
?a child ?c,?a child Judith_of_Habsburg,2,1.0,0.00468384074941452,2,1,427,?a
?c successor ?b,Ferdinand_I_Holy_Roman_Emperor parent ?b,2,1.0,0.006920415224913495,2,1,289,?b
?b spouse ?c,Charles_IV_of_France parent ?b,2,1.0,0.002600780234070221,2,1,769,?b
?c father ?a   ?c predecessor ?b,?a father ?b,561,0.0035650623885918,0.013793103448275862,2,2,145,?a
?a father Alfonso_VII_of_Le_n_and_Castile,?a predecessor Alfonso_VII_of_Le_n_and_Castile,2,1.0,1.0,2,1,2,?a
?a successor Henri_Count_of_Chambord,?a hasSpouse Yes,759,0.002635046113306983,1.0,2,1,2,?a
Rozala_of_Italy parent ?a,?a child Conrad_of_Ivrea,2,1.0,1.0,2,1,2,?a
?a father ?c   ?c parent ?d   ?d http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,2652,0.14064856711915535,1.0,373,3,373,?a
Yaroslav_the_Wise child ?a,"?a gender ""female""",407,0.004914004914004914,1.0,2,1,2,?a
?a predecessor Louis_the_Stammerer,?a father Louis_the_Stammerer,2,1.0,1.0,2,1,2,?a
?a father ?c   ?d successor ?c   ?d http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,2652,0.07202111613876319,1.0,191,3,191,?a
Louis_XIII parent ?a,?a child Henrietta_Maria,2,1.0,1.0,2,1,2,?a
?c child ?a,?a parent Eleanor_of_Aragon_Queen_of_Portugal,3,1.0,0.00911854103343465,3,1,329,?a
?b hasSpouse ?c,Alfonso_VII_of_Le_n_and_Castile parent ?b,2,1.0,0.001037344398340249,2,1,1928,?b
?a child Constance_of_Aragon_Lady_of_Villena,?a child James_II_of_Majorca,2,1.0,1.0,2,1,2,?a
?a hasSpouse Yes,?a spouse James_I_of_Aragon,3,1.0,0.005110732538330494,3,1,587,?a
?c child ?b,Henry_IV_of_France spouse ?b,2,1.0,0.001670843776106934,2,1,1197,?b
?c child ?a,?a mother Bonne_of_Luxembourg,3,1.0,0.01195219123505976,3,1,251,?a
?a child Marie_of_Savoy_Countess_of_Saint_Pol,?a child Margaret_of_Savoy_Countess_of_Saint_Pol,2,1.0,1.0,2,1,2,?a
?a hasSpouse Yes,?a spouse Marie_Louise_Duchess_of_Parma,3,1.0,0.005110732538330494,3,1,587,?a
?a parent ?c,?a father Louis_IV_of_France,2,1.0,0.003937007874015748,2,1,508,?a
?b child ?c,Henry_II_of_England child ?b,8,0.25,0.00468384074941452,2,1,427,?b
?a mother ?c,?a father Louis_VII_of_France,2,1.0,0.005865102639296188,2,1,341,?a
?a hasSpouse ?c,?a child Eleanor_of_Viseu,2,1.0,0.006191950464396285,2,1,323,?a
?c successor ?a,?a predecessor John_II_of_Aragon,2,1.0,0.008403361344537815,2,1,238,?a
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,Anne_of_Foix_Candale child ?b,2,1.0,0.0007541478129713424,2,1,2652,?b
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,?a father Henry_the_Fowler,2,1.0,0.0035650623885918,2,1,561,?a
?b spouse ?c,Peter_I_Duke_of_Bourbon parent ?b,2,1.0,0.002600780234070221,2,1,769,?b
?b spouse ?c,Alfonso_IX_of_Le_n parent ?b,2,1.0,0.002600780234070221,2,1,769,?b
?a name Henry_II,"?a gender ""male""",485,0.004123711340206186,1.0,2,1,2,?a
?a predecessor ?c,?a spouse Bertrade_of_Montfort,2,1.0,0.012121212121212121,2,1,165,?a
Eleanor_of_Navarre child ?a,?a mother Eleanor_of_Navarre,2,1.0,1.0,2,1,2,?a
Maria_Theresa child ?b,Francis_I_Holy_Roman_Emperor child ?b,13,0.6153846153846154,0.8,8,1,10,?b
?b child Louis_I_Duke_of_Orl_ans,Charles_VI_of_France parent ?b,2,1.0,1.0,2,1,2,?b
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,Barbara_Jagiellon parent ?b,2,1.0,0.0007541478129713424,2,1,2652,?b
?b hasSpouse No,_lffl_d_wife_of_Edward_the_Elder child ?b,4,0.5,0.001710863986313088,2,1,1169,?b
?a parent Charles_Count_of_Valois,"?a gender ""female""",407,0.004914004914004914,1.0,2,1,2,?a
?a child ?c,?a child Charles_of_Valois_Duke_of_Berry,2,1.0,0.00468384074941452,2,1,427,?a
James_II_of_Scotland child ?a,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,2652,0.0011312217194570137,1.0,3,1,3,?a
?c parent ?a,?a father Louis_Duke_of_Savoy,4,0.5,0.004705882352941176,2,1,425,?a
William_IX_Duke_of_Aquitaine parent ?a,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,2652,0.0007541478129713424,1.0,2,1,2,?a
?a parent ?c,?a father Robert_II_Duke_of_Burgundy,3,1.0,0.005905511811023622,3,1,508,?a
?a child ?c,?a father Francis_Count_of_Vend_me,2,1.0,0.006472491909385114,2,1,309,?a
?b child ?c,Eleanor_of_Alburquerque child ?b,6,0.3333333333333333,0.00468384074941452,2,1,427,?b
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,Antoine_of_Navarre parent ?b,2,1.0,0.0007541478129713424,2,1,2652,?b
?b spouse William_IX_Duke_of_Aquitaine,William_IX_Duke_of_Aquitaine spouse ?b,2,1.0,1.0,2,1,2,?b
?c spouse ?a,?a parent Louis_IX_of_France,3,1.0,0.007009345794392523,3,1,428,?a
?c spouse ?b,Louis_the_Pious child ?b,4,0.5,0.002642007926023778,2,1,757,?b
?c parent ?a,?a child Louis_Duke_of_Orl_ans_1703_1752,2,1.0,0.006309148264984227,2,1,317,?a
?b hasSpouse ?c,Marie_Louise_Duchess_of_Parma spouse ?b,2,1.0,0.001037344398340249,2,1,1928,?b
?a gender ?c,?a child Agnes_of_France_Byzantine_Empress,2,1.0,0.0060790273556231,2,1,329,?a
?b hasSpouse Yes,Henry_IV_of_England parent ?b,2,1.0,0.002635046113306983,2,1,759,?b
?c mother ?a   ?d successor ?c   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.03630705394190872,0.7,70,3,100,?a
?b child Archduchess_Maria_Carolina_of_Austria_born_1740,Charles_VII_Holy_Roman_Emperor successor ?b,2,1.0,1.0,2,1,2,?b
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,Mary_Queen_of_Scots spouse ?b,3,1.0,0.0011312217194570137,3,1,2652,?b
?a gender ?c,?a hasSpouse No,1169,0.09751924721984602,0.17701863354037267,114,1,644,?a
?a mother Joan_I_of_Navarre,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,2652,0.0007541478129713424,1.0,2,1,2,?a
?c predecessor ?a   ?d predecessor ?c   ?d http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,2652,0.07918552036199095,1.0,210,3,210,?a
?a parent ?c,?a child Anne_of_Brittany,2,1.0,0.005141388174807198,2,1,389,?a
?a spouse ?c,?a name Peter_I,3,0.6666666666666666,0.005076142131979695,2,1,394,?a
?a father Edward_King_of_Portugal,?a hasSpouse Yes,759,0.002635046113306983,0.6666666666666666,2,1,3,?a
?c father ?a   ?b successor ?c,?a spouse ?b,865,0.010404624277456647,0.061224489795918366,9,2,147,?a
?c child ?a,?a mother Gerberga_of_Saxony,2,1.0,0.00796812749003984,2,1,251,?a
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,"?a gender ""female""",407,1.0,0.4562780269058296,407,1,892,?a
?a child Isabella_of_Austria,?a child Eleanor_of_Austria,2,1.0,1.0,2,1,2,?a
Anne_of_Cyprus parent ?a,?a hasSpouse Yes,759,0.002635046113306983,1.0,2,1,2,?a
?a child John_II_of_Aragon,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,2652,0.0007541478129713424,1.0,2,1,2,?a
?a child Marie_Th_r_se_of_France_1667_1672,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,2652,0.0007541478129713424,1.0,2,1,2,?a
?a hasSpouse ?c,?a child Prince_Robert_Duke_of_Chartres,2,1.0,0.006191950464396285,2,1,323,?a
?a child Archduke_Rainer_Joseph_of_Austria,?a child Archduchess_Maria_Amalia_of_Austria_1780_1798,2,1.0,1.0,2,1,2,?a
?a mother ?c,?a child Archduke_Ernest_of_Austria,2,1.0,0.006968641114982578,2,1,287,?a
?b hasSpouse No,Victor_Amadeus_II_of_Sardinia child ?b,5,0.4,0.001710863986313088,2,1,1169,?b
?a child ?c,?a child Anne_of_Brittany,2,1.0,0.00468384074941452,2,1,427,?a
?c parent ?a   ?b successor ?c,?a spouse ?b,865,0.07745664739884393,0.23843416370106763,67,2,281,?a
Leopold_Duke_of_Lorraine child ?a,?a hasSpouse No,1169,0.0025662959794696323,0.75,3,1,4,?a
?a name ?c,?a child Maria_of_Aragon_Queen_of_Portugal,2,1.0,0.006191950464396285,2,1,323,?a
?a gender ?c,?a child Anne_of_Orl_ans_Abbess_of_Fontevraud,2,1.0,0.0060790273556231,2,1,329,?a
Maria_Teresa_Felicitas_d_Este parent ?a,?a hasSpouse Yes,759,0.002635046113306983,1.0,2,1,2,?a
Marie_of_Anjou child ?a,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,2652,0.0026395173453996985,1.0,7,1,7,?a
?b child ?c,Ingegerd_Olofsdotter_of_Sweden child ?b,8,0.25,0.00468384074941452,2,1,427,?b
?c spouse ?b,Louis_III_of_France parent ?b,2,1.0,0.002642007926023778,2,1,757,?b
?a child ?c,?a parent Louis_Duke_of_Savoy,2,1.0,0.005141388174807198,2,1,389,?a
?c parent ?a,"?a gender ""male""",485,0.7525773195876289,0.5521936459909228,365,1,661,?a
?b hasSpouse ?c,John_I_of_Castile child ?b,2,1.0,0.001037344398340249,2,1,1928,?b
?a name ?c   ?b mother ?c,?a name ?b,585,0.0,0.0,0,2,70,?a
?c child ?a   ?d successor ?c   ?b mother ?d,?a predecessor ?b,358,0.013966480446927373,0.29411764705882354,5,3,17,?a
?a hasSpouse Yes,?a child Blanche_of_France_Infanta_of_Castile,2,1.0,0.006493506493506494,2,1,308,?a
John_of_Montfort child ?a,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,2652,0.0007541478129713424,1.0,2,1,2,?a
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,Blanche_of_Castile child ?b,4,1.0,0.0015082956259426848,4,1,2652,?b
?c successor ?a,?a spouse Maria_Amalia_of_Saxony,2,1.0,0.0125,2,1,160,?a
?a father Francis_Count_of_Vend_me,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,2652,0.0007541478129713424,1.0,2,1,2,?a
?c parent ?a   ?c father ?d   ?d successor ?b,?a child ?b,1508,0.08023872679045092,0.6402116402116402,121,3,189,?a
?a parent ?c,?a child Matilda_of_France,2,1.0,0.005141388174807198,2,1,389,?a
?b hasSpouse No,Matilda_of_France child ?b,3,0.6666666666666666,0.001710863986313088,2,1,1169,?b
?a child Isabelle_of_France_saint,?a child Alphonse_Count_of_Poitiers,2,1.0,1.0,2,1,2,?a
?c child ?b,Prince_Philippe_Count_of_Paris predecessor ?b,3,1.0,0.002506265664160401,3,1,1197,?b
?a child Maria_Henrietta_of_Naples_and_Sicily,?a child Prince_Alberto_of_Naples_and_Sicily,2,1.0,1.0,2,1,2,?a
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,?a spouse Charles_IV_of_France,3,1.0,0.0039011703511053317,3,1,769,?a
?a child ?c,?a child Alphonso_Earl_of_Chester,2,1.0,0.00468384074941452,2,1,427,?a
?a spouse John_II_of_Aragon,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,2652,0.0007541478129713424,1.0,2,1,2,?a
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,Catherine_of_Vend_me parent ?b,2,1.0,0.0007541478129713424,2,1,2652,?b
?a hasSpouse ?c,?a child Prince_Alfred_of_Great_Britain,2,1.0,0.006191950464396285,2,1,323,?a
?c spouse ?a   ?c child ?d   ?d successor ?b,?a child ?b,1508,0.007294429708222812,0.0873015873015873,11,3,126,?a
?a father Louis_VI_of_France,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,2652,0.0011312217194570137,1.0,3,1,3,?a
?a child Childebrand_I,?a hasSpouse Yes,759,0.002635046113306983,1.0,2,1,2,?a
?c predecessor ?a   ?b name ?c,?a parent ?b,946,0.0010570824524312897,0.2,1,2,5,?a
?c child ?b,Henry_VII_Holy_Roman_Emperor child ?b,3,1.0,0.002506265664160401,3,1,1197,?b
?b father ?c,Louis_XIII parent ?b,2,1.0,0.0035650623885918,2,1,561,?b
Anne_of_Kiev parent ?a,?a child Igor_Yaroslavich,2,1.0,1.0,2,1,2,?a
Elizabeth_of_Austria_1436_1505 parent ?a,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,2652,0.0007541478129713424,1.0,2,1,2,?a
Agnes_of_France_Duchess_of_Burgundy parent ?a,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,2652,0.0007541478129713424,1.0,2,1,2,?a
?c predecessor ?a,?a child Archduke_Charles_Joseph_of_Austria_born_1745,2,1.0,0.0111731843575419,2,1,179,?a
?a child ?c   ?c parent ?d   ?d child ?b,?a child ?b,1508,0.7360742705570292,0.8809523809523809,1110,3,1260,?a
Henri_Count_of_Chambord successor ?b,Jacques_Charles_Dupont_de_l_Eure predecessor ?b,2,1.0,1.0,2,1,2,?b
?c spouse ?a   ?c name ?d   ?d name ?b,?a predecessor ?b,358,0.0,0.0,0,3,27,?a
?c predecessor ?b,Emma_of_Italy parent ?b,2,1.0,0.006430868167202572,2,1,311,?b
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c   ?d http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c   ?d father ?b,?a spouse ?b,865,0.39075144508670523,0.0009351741692720582,338,3,361430,?a
?c parent ?a   ?c father ?b,?a predecessor ?b,358,0.0111731843575419,0.03125,4,2,128,?a
?b spouse ?c,Anne_of_Cyprus child ?b,8,0.625,0.006501950585175552,5,1,769,?b
?a name ?c,?a child Napoleon_III,2,1.0,0.006191950464396285,2,1,323,?a
Judith_of_Bavaria_died_843 parent ?b,Hemma parent ?b,2,1.0,1.0,2,1,2,?b
?a father Richard_Fitzalan_3rd_Earl_of_Arundel,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,2652,0.0007541478129713424,1.0,2,1,2,?a
?c predecessor ?a   ?c hasSpouse ?d   ?b hasSpouse ?d,?a child ?b,1508,0.21750663129973474,0.002219185126047009,328,3,147802,?a
?a spouse ?c,?a child Isabella_of_Aragon_Queen_of_France,2,1.0,0.006289308176100629,2,1,318,?a
?c parent ?a,?a mother Margaret_of_Provence,2,1.0,0.006666666666666667,2,1,300,?a
?c father ?a,?a name Antoine,3,1.0,0.009868421052631578,3,1,304,?a
?a mother Fran_oise_Marie_de_Bourbon,?a parent Philippe_II_Duke_of_Orl_ans,2,1.0,1.0,2,1,2,?a
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,?a child Charles_Orlando_Dauphin_of_France,2,1.0,0.00468384074941452,2,1,427,?a
?a name ?c   ?c spouse ?d   ?d parent ?b,?a name ?b,585,0.0,0.0,0,3,78,?a
?c name ?a   ?d marriedTo ?c   ?d http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,2652,0.004524886877828055,1.0,12,3,12,?a
?a successor ?c   ?c successor ?d   ?d father ?b,?a parent ?b,946,0.003171247357293869,0.031578947368421054,3,3,95,?a
?a parent ?c,?a child Archduke_Rudolf_of_Austria,2,1.0,0.005141388174807198,2,1,389,?a
?c marriedTo ?b,Otto_IV_Count_of_Burgundy parent ?b,2,1.0,0.13333333333333333,2,1,15,?b
?c child ?a,?a spouse James_V_of_Scotland,2,1.0,0.006289308176100629,2,1,318,?a
?a hasSpouse ?c,?a parent Anne_of_Bohemia_and_Hungary,3,0.6666666666666666,0.00425531914893617,2,1,470,?a
?c child ?b,Henrietta_of_England child ?b,2,1.0,0.001670843776106934,2,1,1197,?b
?c successor ?a   ?b marriedTo ?c,?a parent ?b,946,0.004228329809725159,0.8,4,2,5,?a
?b predecessor Louis_the_German,Louis_the_German successor ?b,3,0.6666666666666666,1.0,2,1,2,?b
?a child Francis_IV_Duke_of_Modena,?a hasSpouse Yes,759,0.002635046113306983,1.0,2,1,2,?a
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,Peter_I_Duke_of_Bourbon parent ?b,2,1.0,0.0007541478129713424,2,1,2652,?b
?a name Louis,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,2652,0.0011312217194570137,1.0,3,1,3,?a
?c father ?a,?a spouse Rozala_of_Italy,2,1.0,0.007662835249042145,2,1,261,?a
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,Margaret_of_Bourbon_1438_1483 child ?b,2,1.0,0.0007541478129713424,2,1,2652,?b
?b predecessor Charles_X,Charles_X successor ?b,2,1.0,0.6666666666666666,2,1,3,?b
?c predecessor ?a   ?c gender ?d   ?b gender ?d,?a father ?b,561,0.12299465240641712,0.0015155175822003557,69,3,45529,?a
?b father ?c,Margaret_Countess_of_Vertus spouse ?b,2,1.0,0.0035650623885918,2,1,561,?b
?b hasSpouse ?c,Philip_III_of_Spain child ?b,5,0.8,0.002074688796680498,4,1,1928,?b
?b hasSpouse ?c,Louis_XII predecessor ?b,3,1.0,0.0015560165975103733,3,1,1928,?b
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,Maria_Theresa_of_Spain child ?b,2,1.0,0.0007541478129713424,2,1,2652,?b
?b child Francis_II_of_France,Margaret_of_Valois parent ?b,2,1.0,1.0,2,1,2,?b
"?a gender ""male""",?a parent Philip_I_of_Castile,3,0.6666666666666666,0.006944444444444444,2,1,288,?a
?a spouse ?c,?a parent Waldrada_of_Worms,2,1.0,0.0045871559633027525,2,1,436,?a
?b child ?c,Napoleon_III parent ?b,2,1.0,0.00468384074941452,2,1,427,?b
