Body,Head,Head Coverage,Std Confidence,PCA Confidence,Positive Examples,Body size,PCA Body size,Functional variable
?a predecessor ?c   ?c mother ?d   ?b mother ?d,?a successor ?b,354,0.025423728813559324,0.0661764705882353,9,3,136,?a
?a predecessor ?c   ?c mother ?d   ?b parent ?d,?a successor ?b,354,0.01977401129943503,0.056910569105691054,7,3,123,?a
?a predecessor ?c   ?c mother ?d   ?d child ?b,?a successor ?b,354,0.01694915254237288,0.029411764705882353,6,3,204,?a
?a predecessor ?c   ?c name ?d   ?b name ?d,?a successor ?b,354,0.011299435028248588,0.023809523809523808,4,3,168,?a
?a parent ?c   ?c spouse ?d   ?d child ?b,?a successor ?b,354,0.01694915254237288,0.01405152224824356,6,3,427,?a
?a parent ?c   ?c spouse ?d   ?b parent ?d,?a successor ?b,354,0.011299435028248588,0.022222222222222223,4,3,180,?a
?a parent ?c   ?c successor ?d   ?d successor ?b,?a successor ?b,354,0.2740112994350282,0.7293233082706767,97,3,133,?a
?a parent ?c   ?c successor ?d   ?d child ?b,?a successor ?b,354,0.14689265536723164,0.16993464052287582,52,3,306,?a
?a parent ?c   ?c successor ?d   ?b predecessor ?d,?a successor ?b,354,0.1977401129943503,0.5691056910569106,70,3,123,?a
?a parent ?c   ?c successor ?d   ?b parent ?d,?a successor ?b,354,0.12146892655367232,0.36752136752136755,43,3,117,?a
?a parent ?c   ?c successor ?d   ?b father ?d,?a successor ?b,354,0.1016949152542373,0.33962264150943394,36,3,106,?a
?a parent ?c   ?c successor ?d   ?b mother ?d,?a successor ?b,354,0.014124293785310734,0.38461538461538464,5,3,13,?a
?a parent ?c   ?c child ?d   ?d successor ?b,?a successor ?b,354,0.4096045197740113,0.7435897435897436,145,3,195,?a
?a parent ?c   ?c child ?d   ?d child ?b,?a successor ?b,354,0.2175141242937853,0.13652482269503546,77,3,564,?a
?a parent ?c   ?c child ?d   ?d predecessor ?b,?a successor ?b,354,0.014124293785310734,0.031446540880503145,5,3,159,?a
?a parent ?c   ?c child ?d   ?d spouse ?b,?a successor ?b,354,0.011299435028248588,0.01809954751131222,4,3,221,?a
?a parent ?c   ?c child ?d   ?b predecessor ?d,?a successor ?b,354,0.3135593220338983,0.6166666666666667,111,3,180,?a
?a parent ?c   ?c child ?d   ?b parent ?d,?a successor ?b,354,0.15819209039548024,0.26046511627906976,56,3,215,?a
?a parent ?c   ?c child ?d   ?b father ?d,?a successor ?b,354,0.15254237288135594,0.34615384615384615,54,3,156,?a
?a parent ?c   ?c child ?d   ?b spouse ?d,?a successor ?b,354,0.01694915254237288,0.02830188679245283,6,3,212,?a
?a parent ?c   ?c child ?d   ?b mother ?d,?a successor ?b,354,0.011299435028248588,0.07142857142857142,4,3,56,?a
?a parent ?c   ?c gender ?d   ?b gender ?d,?a successor ?b,354,0.24293785310734464,0.000761891262170327,86,3,112877,?a
?a parent ?c   ?c child ?d   ?b successor ?d,?a successor ?b,354,0.011299435028248588,0.023952095808383235,4,3,167,?a
?a parent ?c   ?c hasSpouse ?d   ?b hasSpouse ?d,?a successor ?b,354,0.2937853107344633,0.0007536832646080485,104,3,137989,?a
?a predecessor ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a successor ?b,354,0.6016949152542372,0.0004512176521429661,213,3,472056,?a
?a father ?c   ?c successor ?d   ?d successor ?b,?a successor ?b,354,0.2570621468926554,0.7459016393442623,91,3,122,?a
?a father ?c   ?c successor ?d   ?d child ?b,?a successor ?b,354,0.13559322033898305,0.1672473867595819,48,3,287,?a
?c parent ?a   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a child ?b,1508,0.7791777188328912,0.001397671419939002,1175,3,840684,?a
?a father ?c   ?c successor ?d   ?b predecessor ?d,?a successor ?b,354,0.19491525423728814,0.6330275229357798,69,3,109,?a
?a father ?c   ?c successor ?d   ?b parent ?d,?a successor ?b,354,0.11299435028248588,0.42105263157894735,40,3,95,?a
?a father ?c   ?c successor ?d   ?b father ?d,?a successor ?b,354,0.096045197740113,0.3617021276595745,34,3,94,?a
?a father ?c   ?c successor ?d   ?b mother ?d,?a successor ?b,354,0.011299435028248588,0.4,4,3,10,?a
?a father ?c   ?c child ?d   ?d successor ?b,?a successor ?b,354,0.288135593220339,0.7786259541984732,102,3,131,?a
?a father ?c   ?c child ?d   ?d child ?b,?a successor ?b,354,0.15254237288135594,0.1409921671018277,54,3,383,?a
?a father ?c   ?c child ?d   ?b predecessor ?d,?a successor ?b,354,0.2175141242937853,0.6416666666666667,77,3,120,?a
?a father ?c   ?c child ?d   ?b parent ?d,?a successor ?b,354,0.1016949152542373,0.26277372262773724,36,3,137,?a
?a father ?c   ?c child ?d   ?b father ?d,?a successor ?b,354,0.096045197740113,0.3119266055045872,34,3,109,?a
?a father ?c   ?c spouse ?d   ?d child ?b,?a successor ?b,354,0.011299435028248588,0.018779342723004695,4,3,213,?a
?a father ?c   ?c hasSpouse ?d   ?b hasSpouse ?d,?a successor ?b,354,0.2231638418079096,0.0007642967019146116,79,3,103363,?a
?a father ?c   ?c gender ?d   ?b gender ?d,?a successor ?b,354,0.18926553672316385,0.001141688676833944,67,3,58685,?a
?a spouse ?c   ?c spouse ?d   ?d successor ?b,?a successor ?b,354,0.4604519774011299,0.9421965317919075,163,3,173,?a
?a spouse ?c   ?c spouse ?d   ?d child ?b,?a successor ?b,354,0.18926553672316385,0.18611111111111112,67,3,360,?a
?a spouse ?c   ?c spouse ?d   ?d predecessor ?b,?a successor ?b,354,0.022598870056497175,0.058394160583941604,8,3,137,?a
?a spouse ?c   ?c spouse ?d   ?d spouse ?b,?a successor ?b,354,0.01694915254237288,0.030456852791878174,6,3,197,?a
?a spouse ?c   ?c spouse ?d   ?b predecessor ?d,?a successor ?b,354,0.3361581920903955,0.8321678321678322,119,3,143,?a
?a spouse ?c   ?c spouse ?d   ?b parent ?d,?a successor ?b,354,0.1864406779661017,0.4489795918367347,66,3,147,?a
?a spouse ?c   ?c spouse ?d   ?b father ?d,?a successor ?b,354,0.16666666666666666,0.4645669291338583,59,3,127,?a
?a spouse ?c   ?c spouse ?d   ?b mother ?d,?a successor ?b,354,0.022598870056497175,0.4,8,3,20,?a
?a spouse ?c   ?c spouse ?d   ?b spouse ?d,?a successor ?b,354,0.01694915254237288,0.028846153846153848,6,3,208,?a
?a spouse ?c   ?c parent ?d   ?d child ?b,?a successor ?b,354,0.01694915254237288,0.017595307917888565,6,3,341,?a
?a spouse ?c   ?c gender ?d   ?b gender ?d,?a successor ?b,354,0.05367231638418079,0.00031701538358861413,19,3,59934,?a
?a spouse ?c   ?c parent ?d   ?b predecessor ?d,?a successor ?b,354,0.011299435028248588,0.07142857142857142,4,3,56,?a
?a spouse ?c   ?c parent ?d   ?b parent ?d,?a successor ?b,354,0.01694915254237288,0.037037037037037035,6,3,162,?a
?a spouse ?c   ?c parent ?d   ?b mother ?d,?a successor ?b,354,0.011299435028248588,0.043010752688172046,4,3,93,?a
?a spouse ?c   ?c parent ?d   ?b father ?d,?a successor ?b,354,0.011299435028248588,0.034782608695652174,4,3,115,?a
?a hasSpouse ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a successor ?b,354,0.7966101694915254,0.00042876952269741645,282,3,657696,?a
?a spouse ?c   ?c father ?d   ?d child ?b,?a successor ?b,354,0.014124293785310734,0.022727272727272728,5,3,220,?a
?a spouse ?c   ?c father ?d   ?b predecessor ?d,?a successor ?b,354,0.014124293785310734,0.09803921568627451,5,3,51,?a
?a spouse ?c   ?c successor ?d   ?d successor ?b,?a successor ?b,354,0.031073446327683617,0.23404255319148937,11,3,47,?a
?a spouse ?c   ?c father ?d   ?b father ?d,?a successor ?b,354,0.014124293785310734,0.03355704697986577,5,3,149,?a
?a spouse ?c   ?c successor ?d   ?d child ?b,?a successor ?b,354,0.01694915254237288,0.04918032786885246,6,3,122,?a
?a spouse ?c   ?c successor ?d   ?d predecessor ?b,?a successor ?b,354,0.014124293785310734,0.06756756756756757,5,3,74,?a
?a spouse ?c   ?c successor ?d   ?b predecessor ?d,?a successor ?b,354,0.025423728813559324,0.1836734693877551,9,3,49,?a
?a spouse ?c   ?c successor ?d   ?d parent ?b,?a successor ?b,354,0.014124293785310734,0.08771929824561403,5,3,57,?a
?a spouse ?c   ?c successor ?d   ?b parent ?d,?a successor ?b,354,0.01977401129943503,0.1590909090909091,7,3,44,?a
?a spouse ?c   ?c successor ?d   ?b father ?d,?a successor ?b,354,0.011299435028248588,0.13793103448275862,4,3,29,?a
?a spouse ?c   ?c successor ?d   ?b successor ?d,?a successor ?b,354,0.01977401129943503,0.07777777777777778,7,3,90,?a
?a spouse ?c   ?c name ?d   ?d child ?b,?a successor ?b,354,0.02824858757062147,0.125,10,3,80,?a
?a spouse ?c   ?c name ?d   ?b parent ?d,?a successor ?b,354,0.01977401129943503,0.21875,7,3,32,?a
?a spouse ?c   ?c name ?d   ?b name ?d,?a successor ?b,354,0.014124293785310734,0.042735042735042736,5,3,117,?a
?a spouse ?c   ?c child ?d   ?d predecessor ?b,?a successor ?b,354,0.014124293785310734,0.06329113924050633,5,3,79,?a
?a spouse ?c   ?c child ?d   ?d parent ?b,?a successor ?b,354,0.01694915254237288,0.047619047619047616,6,3,126,?a
?a spouse ?c   ?c child ?d   ?d successor ?b,?a successor ?b,354,0.014124293785310734,0.06578947368421052,5,3,76,?a
?a spouse ?c   ?c hasSpouse ?d   ?b hasSpouse ?d,?a successor ?b,354,0.2344632768361582,0.0007594056507099986,83,3,109296,?a
?a spouse ?c   ?c child ?d   ?d father ?b,?a successor ?b,354,0.011299435028248588,0.06666666666666667,4,3,60,?a
?a spouse ?c   ?c child ?d   ?b predecessor ?d,?a successor ?b,354,0.014124293785310734,0.07142857142857142,5,3,70,?a
?a spouse ?c   ?c child ?d   ?b child ?d,?a successor ?b,354,0.01694915254237288,0.03592814371257485,6,3,167,?a
?a spouse ?c   ?c child ?d   ?b successor ?d,?a successor ?b,354,0.011299435028248588,0.04,4,3,100,?a
?a spouse ?c   ?c mother ?d   ?b mother ?d,?a successor ?b,354,0.01694915254237288,0.05660377358490566,6,3,106,?a
?a spouse ?c   ?c mother ?d   ?b parent ?d,?a successor ?b,354,0.014124293785310734,0.058823529411764705,5,3,85,?a
?a spouse ?c   ?c predecessor ?d   ?d spouse ?b,?a successor ?b,354,0.01694915254237288,0.15,6,3,40,?a
?a spouse ?c   ?c predecessor ?d   ?d successor ?b,?a successor ?b,354,0.025423728813559324,0.21951219512195122,9,3,41,?a
?a spouse ?c   ?c predecessor ?d   ?b predecessor ?d,?a successor ?b,354,0.025423728813559324,0.1956521739130435,9,3,46,?a
?a spouse ?c   ?c predecessor ?d   ?b spouse ?d,?a successor ?b,354,0.011299435028248588,0.10256410256410256,4,3,39,?a
?a spouse ?c   ?c predecessor ?d   ?b parent ?d,?a successor ?b,354,0.011299435028248588,0.1111111111111111,4,3,36,?a
?a mother ?c   ?c spouse ?d   ?d child ?b,?a successor ?b,354,0.011299435028248588,0.0163265306122449,4,3,245,?a
?a mother ?c   ?c child ?d   ?d successor ?b,?a successor ?b,354,0.20056497175141244,0.696078431372549,71,3,102,?a
?a mother ?c   ?c child ?d   ?d child ?b,?a successor ?b,354,0.07909604519774012,0.08945686900958466,28,3,313,?a
?a mother ?c   ?c child ?d   ?b predecessor ?d,?a successor ?b,354,0.1440677966101695,0.5483870967741935,51,3,93,?a
?a mother ?c   ?c child ?d   ?b father ?d,?a successor ?b,354,0.059322033898305086,0.26582278481012656,21,3,79,?a
?a mother ?c   ?c child ?d   ?b parent ?d,?a successor ?b,354,0.05649717514124294,0.19230769230769232,20,3,104,?a
?a mother ?c   ?c child ?d   ?b successor ?d,?a successor ?b,354,0.011299435028248588,0.042105263157894736,4,3,95,?a
?a mother ?c   ?c successor ?d   ?d successor ?b,?a successor ?b,354,0.031073446327683617,0.5789473684210527,11,3,19,?a
?a mother ?c   ?c successor ?d   ?d child ?b,?a successor ?b,354,0.014124293785310734,0.11363636363636363,5,3,44,?a
?a mother ?c   ?c gender ?d   ?b gender ?d,?a successor ?b,354,0.03389830508474576,0.00023777443132281842,12,3,50468,?a
?a mother ?c   ?c successor ?d   ?b predecessor ?d,?a successor ?b,354,0.01977401129943503,0.4375,7,3,16,?a
?a mother ?c   ?c successor ?d   ?b parent ?d,?a successor ?b,354,0.01694915254237288,0.2857142857142857,6,3,21,?a
?a mother ?c   ?c successor ?d   ?b father ?d,?a successor ?b,354,0.014124293785310734,0.29411764705882354,5,3,17,?a
?a mother ?c   ?c hasSpouse ?d   ?b hasSpouse ?d,?a successor ?b,354,0.17231638418079095,0.0007648327398565625,61,3,79756,?a
?c successor ?a   ?c successor ?d   ?d child ?b,?a successor ?b,354,0.2655367231638418,0.15719063545150502,94,3,598,?a
?c successor ?a   ?c successor ?d   ?d predecessor ?b,?a successor ?b,354,0.022598870056497175,0.035555555555555556,8,3,225,?a
?c successor ?a   ?c successor ?d   ?d spouse ?b,?a successor ?b,354,0.014124293785310734,0.02564102564102564,5,3,195,?a
?c successor ?a   ?c successor ?d   ?b predecessor ?d,?a successor ?b,354,0.4576271186440678,0.7297297297297297,162,3,222,?a
?c successor ?a   ?c successor ?d   ?b parent ?d,?a successor ?b,354,0.1977401129943503,0.35714285714285715,70,3,196,?a
?c successor ?a   ?c successor ?d   ?b father ?d,?a successor ?b,354,0.1751412429378531,0.3563218390804598,62,3,174,?a
?c successor ?a   ?c successor ?d   ?b mother ?d,?a successor ?b,354,0.022598870056497175,0.2857142857142857,8,3,28,?a
?c successor ?a   ?c successor ?d   ?b spouse ?d,?a successor ?b,354,0.014124293785310734,0.02512562814070352,5,3,199,?a
?c successor ?a   ?c parent ?d   ?d child ?b,?a successor ?b,354,0.011299435028248588,0.010610079575596816,4,3,377,?a
?c successor ?a   ?c parent ?d   ?b parent ?d,?a successor ?b,354,0.011299435028248588,0.01932367149758454,4,3,207,?a
?a father ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a successor ?b,354,0.5338983050847458,0.00043722066457541016,189,3,432276,?a
?c successor ?a   ?c predecessor ?d   ?d child ?b,?a successor ?b,354,0.01694915254237288,0.01744186046511628,6,3,344,?a
?c successor ?a   ?c predecessor ?d   ?d successor ?b,?a successor ?b,354,0.03954802259887006,0.09032258064516129,14,3,155,?a
?c successor ?a   ?c predecessor ?d   ?d predecessor ?b,?a successor ?b,354,0.011299435028248588,0.030534351145038167,4,3,131,?a
?c successor ?a   ?c hasSpouse ?d   ?b hasSpouse ?d,?a successor ?b,354,0.2655367231638418,0.0006305508599640452,94,3,149076,?a
?c successor ?a   ?c predecessor ?d   ?b predecessor ?d,?a successor ?b,354,0.03672316384180791,0.06914893617021277,13,3,188,?a
?c successor ?a   ?c predecessor ?d   ?b parent ?d,?a successor ?b,354,0.014124293785310734,0.0364963503649635,5,3,137,?a
?c successor ?a   ?c predecessor ?d   ?b successor ?d,?a successor ?b,354,0.011299435028248588,0.028368794326241134,4,3,141,?a
?c successor ?a   ?c predecessor ?d   ?b father ?d,?a successor ?b,354,0.011299435028248588,0.034482758620689655,4,3,116,?a
?c successor ?a   ?c child ?d   ?d successor ?b,?a successor ?b,354,0.2598870056497175,0.6917293233082706,92,3,133,?a
?c successor ?a   ?c child ?d   ?d child ?b,?a successor ?b,354,0.1271186440677966,0.10250569476082004,45,3,439,?a
?c successor ?a   ?c child ?d   ?d predecessor ?b,?a successor ?b,354,0.01977401129943503,0.05384615384615385,7,3,130,?a
?c successor ?a   ?c child ?d   ?d spouse ?b,?a successor ?b,354,0.011299435028248588,0.023255813953488372,4,3,172,?a
?c successor ?a   ?c child ?d   ?b predecessor ?d,?a successor ?b,354,0.2062146892655367,0.5703125,73,3,128,?a
?c successor ?a   ?c child ?d   ?b parent ?d,?a successor ?b,354,0.0847457627118644,0.21428571428571427,30,3,140,?a
?c successor ?a   ?c child ?d   ?b father ?d,?a successor ?b,354,0.07627118644067797,0.25961538461538464,27,3,104,?a
?c successor ?a   ?c child ?d   ?b successor ?d,?a successor ?b,354,0.014124293785310734,0.03184713375796178,5,3,157,?a
?c successor ?a   ?c child ?d   ?b child ?d,?a successor ?b,354,0.011299435028248588,0.02072538860103627,4,3,193,?a
?c successor ?a   ?c spouse ?d   ?d successor ?b,?a successor ?b,354,0.022598870056497175,0.17777777777777778,8,3,45,?a
?c successor ?a   ?c spouse ?d   ?d child ?b,?a successor ?b,354,0.014124293785310734,0.02092050209205021,5,3,239,?a
?c successor ?a   ?c spouse ?d   ?b parent ?d,?a successor ?b,354,0.031073446327683617,0.08270676691729323,11,3,133,?a
?c successor ?a   ?c spouse ?d   ?b mother ?d,?a successor ?b,354,0.01977401129943503,0.07,7,3,100,?a
?c successor ?a   ?c spouse ?d   ?b predecessor ?d,?a successor ?b,354,0.01694915254237288,0.16216216216216217,6,3,37,?a
?c successor ?a   ?c mother ?d   ?d child ?b,?a successor ?b,354,0.011299435028248588,0.02197802197802198,4,3,182,?a
?c successor ?a   ?c father ?d   ?b father ?d,?a successor ?b,354,0.011299435028248588,0.024844720496894408,4,3,161,?a
?c successor ?a   ?c gender ?d   ?b gender ?d,?a successor ?b,354,0.1864406779661017,0.0012573344509639564,66,3,52492,?a
?c predecessor ?a   ?c predecessor ?d   ?d successor ?b,?a successor ?b,354,0.807909604519774,0.8411764705882353,286,3,340,?a
?c predecessor ?a   ?c predecessor ?d   ?d child ?b,?a successor ?b,354,0.3587570621468927,0.17787114845938376,127,3,714,?a
?c predecessor ?a   ?c predecessor ?d   ?d predecessor ?b,?a successor ?b,354,0.0423728813559322,0.05859375,15,3,256,?a
?c predecessor ?a   ?c predecessor ?d   ?d spouse ?b,?a successor ?b,354,0.01977401129943503,0.028455284552845527,7,3,246,?a
?c predecessor ?a   ?c predecessor ?d   ?b predecessor ?d,?a successor ?b,354,0.7598870056497176,0.8053892215568862,269,3,334,?a
?c predecessor ?a   ?c predecessor ?d   ?b parent ?d,?a successor ?b,354,0.3220338983050847,0.4541832669322709,114,3,251,?a
?c predecessor ?a   ?c predecessor ?d   ?b father ?d,?a successor ?b,354,0.288135593220339,0.4533333333333333,102,3,225,?a
?c predecessor ?a   ?c predecessor ?d   ?b mother ?d,?a successor ?b,354,0.04519774011299435,0.37209302325581395,16,3,43,?a
?c predecessor ?a   ?c predecessor ?d   ?b spouse ?d,?a successor ?b,354,0.02824858757062147,0.0390625,10,3,256,?a
?c predecessor ?a   ?c predecessor ?d   ?b successor ?d,?a successor ?b,354,0.022598870056497175,0.02973977695167286,8,3,269,?a
?c predecessor ?a   ?c parent ?d   ?d successor ?b,?a successor ?b,354,0.3813559322033898,0.7584269662921348,135,3,178,?a
?c predecessor ?a   ?c parent ?d   ?d child ?b,?a successor ?b,354,0.3559322033898305,0.23290203327171904,126,3,541,?a
?c predecessor ?a   ?c parent ?d   ?b parent ?d,?a successor ?b,354,0.5338983050847458,0.6774193548387096,189,3,279,?a
?c predecessor ?a   ?c parent ?d   ?b predecessor ?d,?a successor ?b,354,0.3474576271186441,0.6795580110497238,123,3,181,?a
?c predecessor ?a   ?c parent ?d   ?b father ?d,?a successor ?b,354,0.3361581920903955,0.6538461538461539,119,3,182,?a
?c predecessor ?a   ?c parent ?d   ?b mother ?d,?a successor ?b,354,0.2994350282485876,0.6424242424242425,106,3,165,?a
?a mother ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a successor ?b,354,0.480225988700565,0.0004482696790389098,170,3,379236,?a
?c predecessor ?a   ?c successor ?d   ?d predecessor ?b,?a successor ?b,354,0.3728813559322034,0.5919282511210763,132,3,223,?a
?c predecessor ?a   ?c successor ?d   ?d parent ?b,?a successor ?b,354,0.18926553672316385,0.2863247863247863,67,3,234,?a
?c predecessor ?a   ?c hasSpouse ?d   ?b hasSpouse ?d,?a successor ?b,354,0.632768361581921,0.001191305596477139,224,3,188029,?a
?c predecessor ?a   ?c successor ?d   ?d successor ?b,?a successor ?b,354,0.03954802259887006,0.08284023668639054,14,3,169,?a
?c predecessor ?a   ?c successor ?d   ?d father ?b,?a successor ?b,354,0.1553672316384181,0.4782608695652174,55,3,115,?a
?c predecessor ?a   ?c successor ?d   ?d mother ?b,?a successor ?b,354,0.01694915254237288,0.05660377358490566,6,3,106,?a
?c predecessor ?a   ?c successor ?d   ?d spouse ?b,?a successor ?b,354,0.011299435028248588,0.02564102564102564,4,3,156,?a
?c predecessor ?a   ?c gender ?d   ?b gender ?d,?a successor ?b,354,0.4717514124293785,0.0021800712765818572,167,3,76603,?a
?c predecessor ?a   ?c successor ?d   ?b successor ?d,?a successor ?b,354,0.4604519774011299,0.5948905109489051,163,3,274,?a
?c predecessor ?a   ?c successor ?d   ?b child ?d,?a successor ?b,354,0.2231638418079096,0.3674418604651163,79,3,215,?a
?c predecessor ?a   ?c successor ?d   ?b predecessor ?d,?a successor ?b,354,0.04519774011299435,0.08791208791208792,16,3,182,?a
?c predecessor ?a   ?c successor ?d   ?b spouse ?d,?a successor ?b,354,0.011299435028248588,0.023952095808383235,4,3,167,?a
?c predecessor ?a   ?c name ?d   ?d name ?b,?a successor ?b,354,0.02824858757062147,0.9090909090909091,10,3,11,?a
?c predecessor ?a   ?c name ?d   ?b name ?d,?a successor ?b,354,0.4463276836158192,0.6556016597510373,158,3,241,?a
?c predecessor ?a   ?c father ?d   ?d successor ?b,?a successor ?b,354,0.3531073446327684,0.8012820512820513,125,3,156,?a
?c predecessor ?a   ?c father ?d   ?d child ?b,?a successor ?b,354,0.2796610169491525,0.2219730941704036,99,3,446,?a
?c predecessor ?a   ?c father ?d   ?b parent ?d,?a successor ?b,354,0.3361581920903955,0.6432432432432432,119,3,185,?a
?c predecessor ?a   ?c father ?d   ?b father ?d,?a successor ?b,354,0.4378531073446328,0.6652360515021459,155,3,233,?a
?c predecessor ?a   ?c father ?d   ?b predecessor ?d,?a successor ?b,354,0.3192090395480226,0.710691823899371,113,3,159,?a
?c predecessor ?a   ?c child ?d   ?d parent ?b,?a successor ?b,354,0.2768361581920904,0.49,98,3,200,?a
?c predecessor ?a   ?c child ?d   ?d father ?b,?a successor ?b,354,0.2457627118644068,0.7981651376146789,87,3,109,?a
?c predecessor ?a   ?c child ?d   ?d predecessor ?b,?a successor ?b,354,0.2401129943502825,0.5704697986577181,85,3,149,?a
?c predecessor ?a   ?c child ?d   ?d mother ?b,?a successor ?b,354,0.0423728813559322,0.14705882352941177,15,3,102,?a
?c predecessor ?a   ?c child ?d   ?b child ?d,?a successor ?b,354,0.4661016949152542,0.6273764258555133,165,3,263,?a
?c predecessor ?a   ?c spouse ?d   ?d spouse ?b,?a successor ?b,354,0.3587570621468927,0.7696969696969697,127,3,165,?a
?c predecessor ?a   ?c spouse ?d   ?d successor ?b,?a successor ?b,354,0.0423728813559322,0.29411764705882354,15,3,51,?a
?c predecessor ?a   ?c spouse ?d   ?d child ?b,?a successor ?b,354,0.014124293785310734,0.013850415512465374,5,3,361,?a
?c successor ?a   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a successor ?b,354,0.5903954802259888,0.00045554015292199586,209,3,458796,?a
?c predecessor ?a   ?c spouse ?d   ?d predecessor ?b,?a successor ?b,354,0.011299435028248588,0.10526315789473684,4,3,38,?a
?c predecessor ?a   ?c spouse ?d   ?b spouse ?d,?a successor ?b,354,0.4265536723163842,0.7294685990338164,151,3,207,?a
?c predecessor ?a   ?c child ?d   ?b successor ?d,?a successor ?b,354,0.23163841807909605,0.5290322580645161,82,3,155,?a
?c predecessor ?a   ?c spouse ?d   ?b successor ?d,?a successor ?b,354,0.011299435028248588,0.0975609756097561,4,3,41,?a
?c predecessor ?a   ?c spouse ?d   ?b predecessor ?d,?a successor ?b,354,0.03672316384180791,0.3023255813953488,13,3,43,?a
?c predecessor ?a   ?c mother ?d   ?b parent ?d,?a successor ?b,354,0.3022598870056497,0.6903225806451613,107,3,155,?a
?c predecessor ?a   ?c mother ?d   ?b mother ?d,?a successor ?b,354,0.3757062146892655,0.7150537634408602,133,3,186,?a
?c predecessor ?a   ?c mother ?d   ?d successor ?b,?a successor ?b,354,0.04519774011299435,0.6956521739130435,16,3,23,?a
?c predecessor ?a   ?c mother ?d   ?d child ?b,?a successor ?b,354,0.16101694915254236,0.2261904761904762,57,3,252,?a
?c child ?a   ?c name ?d   ?d child ?b,?a successor ?b,354,0.014124293785310734,0.034482758620689655,5,3,145,?a
?c predecessor ?a   ?c mother ?d   ?b predecessor ?d,?a successor ?b,354,0.04519774011299435,0.5714285714285714,16,3,28,?a
?c child ?a   ?c spouse ?d   ?d child ?b,?a successor ?b,354,0.022598870056497175,0.02867383512544803,8,3,279,?a
?c child ?a   ?c spouse ?d   ?d successor ?b,?a successor ?b,354,0.014124293785310734,0.06493506493506493,5,3,77,?a
?c child ?a   ?c spouse ?d   ?b mother ?d,?a successor ?b,354,0.01977401129943503,0.07142857142857142,7,3,98,?a
?c child ?a   ?c spouse ?d   ?b parent ?d,?a successor ?b,354,0.01977401129943503,0.040229885057471264,7,3,174,?a
?c child ?a   ?c spouse ?d   ?b father ?d,?a successor ?b,354,0.01694915254237288,0.0625,6,3,96,?a
?c child ?a   ?c spouse ?d   ?b predecessor ?d,?a successor ?b,354,0.014124293785310734,0.07142857142857142,5,3,70,?a
?c child ?a   ?c successor ?d   ?d successor ?b,?a successor ?b,354,0.2598870056497175,0.6666666666666666,92,3,138,?a
?c child ?a   ?c successor ?d   ?d child ?b,?a successor ?b,354,0.1327683615819209,0.16785714285714284,47,3,280,?a
?c child ?a   ?c successor ?d   ?b predecessor ?d,?a successor ?b,354,0.2033898305084746,0.5581395348837209,72,3,129,?a
?c child ?a   ?c successor ?d   ?b parent ?d,?a successor ?b,354,0.096045197740113,0.32075471698113206,34,3,106,?a
?c child ?a   ?c successor ?d   ?b father ?d,?a successor ?b,354,0.0847457627118644,0.3191489361702128,30,3,94,?a
?c child ?a   ?c child ?d   ?d successor ?b,?a successor ?b,354,0.556497175141243,0.7576923076923077,197,3,260,?a
?c child ?a   ?c child ?d   ?d child ?b,?a successor ?b,354,0.2598870056497175,0.12266666666666666,92,3,750,?a
?c child ?a   ?c child ?d   ?d predecessor ?b,?a successor ?b,354,0.01977401129943503,0.03225806451612903,7,3,217,?a
?c child ?a   ?c child ?d   ?d spouse ?b,?a successor ?b,354,0.01694915254237288,0.020477815699658702,6,3,293,?a
?c child ?a   ?c child ?d   ?b predecessor ?d,?a successor ?b,354,0.4378531073446328,0.6378600823045267,155,3,243,?a
?a parent ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a successor ?b,354,0.6751412429378532,0.0004461418992577991,239,3,535704,?a
?c child ?a   ?c child ?d   ?b father ?d,?a successor ?b,354,0.1807909604519774,0.31683168316831684,64,3,202,?a
?c child ?a   ?c child ?d   ?b parent ?d,?a successor ?b,354,0.18361581920903955,0.24528301886792453,65,3,265,?a
?c child ?a   ?c gender ?d   ?b gender ?d,?a successor ?b,354,0.17796610169491525,0.000896656751256031,63,3,70261,?a
?c child ?a   ?c child ?d   ?b spouse ?d,?a successor ?b,354,0.022598870056497175,0.028169014084507043,8,3,284,?a
