Body,Head,Head Coverage,Std Confidence,PCA Confidence,Positive Examples,Body size,PCA Body size,Functional variable
?c spouse ?a   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a parent ?b,946,0.7071881606765328,0.0005893982323339113,669,3,1135056,?a
?a child ?c   ?c gender ?d   ?b gender ?d,?a parent ?b,946,0.2124735729386892,0.001411774621770829,201,3,142374,?a
?a child ?c   ?c parent ?d   ?d parent ?b,?a parent ?b,946,0.4090909090909091,0.6365131578947368,387,3,608,?a
?a child ?c   ?c parent ?d   ?d father ?b,?a parent ?b,946,0.15961945031712474,0.49834983498349833,151,3,303,?a
?a child ?c   ?c parent ?d   ?d mother ?b,?a parent ?b,946,0.14482029598308668,0.5189393939393939,137,3,264,?a
?c parent ?a   ?c hasSpouse ?d   ?b hasSpouse ?d,?a parent ?b,946,0.35412262156448204,0.0011220337279989282,335,3,298565,?a
?a child ?c   ?c parent ?d   ?d predecessor ?b,?a parent ?b,946,0.05708245243128964,0.2918918918918919,54,3,185,?a
?a child ?c   ?c parent ?d   ?b successor ?d,?a parent ?b,946,0.05813953488372093,0.28205128205128205,55,3,195,?a
?a child ?c   ?c parent ?d   ?b child ?d,?a parent ?b,946,0.17547568710359407,0.46629213483146065,166,3,356,?a
?a child ?c   ?c father ?d   ?d mother ?b,?a parent ?b,946,0.08773784355179703,0.5763888888888888,83,3,144,?a
?a child ?c   ?c father ?d   ?d parent ?b,?a parent ?b,946,0.2346723044397463,0.6666666666666666,222,3,333,?a
?a child ?c   ?c father ?d   ?d predecessor ?b,?a parent ?b,946,0.05179704016913319,0.2737430167597765,49,3,179,?a
?a child ?c   ?c father ?d   ?d father ?b,?a parent ?b,946,0.08562367864693446,0.50625,81,3,160,?a
?a child ?c   ?c father ?d   ?b child ?d,?a parent ?b,946,0.10782241014799154,0.4811320754716981,102,3,212,?a
?a child ?c   ?c mother ?d   ?d parent ?b,?a parent ?b,946,0.1828752642706131,0.6178571428571429,173,3,280,?a
?a child ?c   ?c mother ?d   ?d father ?b,?a parent ?b,946,0.07610993657505286,0.4864864864864865,72,3,148,?a
?a child ?c   ?c mother ?d   ?d mother ?b,?a parent ?b,946,0.06659619450317125,0.4772727272727273,63,3,132,?a
?a child ?c   ?c mother ?d   ?b child ?d,?a parent ?b,946,0.07188160676532769,0.41975308641975306,68,3,162,?a
?c child ?a   ?c hasSpouse ?d   ?b hasSpouse ?d,?a parent ?b,946,0.37209302325581395,0.0017576184270313726,352,3,200271,?a
?a child ?c   ?c predecessor ?d   ?d parent ?b,?a parent ?b,946,0.1839323467230444,0.525679758308157,174,3,331,?a
?a child ?c   ?c predecessor ?d   ?d mother ?b,?a parent ?b,946,0.06553911205073996,0.4246575342465753,62,3,146,?a
?a child ?c   ?c predecessor ?d   ?d father ?b,?a parent ?b,946,0.06342494714587738,0.38961038961038963,60,3,154,?a
?a child ?c   ?c predecessor ?d   ?d predecessor ?b,?a parent ?b,946,0.05179704016913319,0.22580645161290322,49,3,217,?a
?a child ?c   ?c predecessor ?d   ?b child ?d,?a parent ?b,946,0.07928118393234672,0.3112033195020747,75,3,241,?a
?a child ?c   ?c predecessor ?d   ?b successor ?d,?a parent ?b,946,0.0507399577167019,0.2077922077922078,48,3,231,?a
?a child ?c   ?c father ?d   ?b successor ?d,?a parent ?b,946,0.05179704016913319,0.2677595628415301,49,3,183,?a
?c name ?a   ?c parent ?d   ?d spouse ?b,?a parent ?b,946,0.05391120507399577,0.6219512195121951,51,3,82,?a
?c name ?a   ?c parent ?d   ?d name ?b,?a parent ?b,946,0.015856236786469344,0.2631578947368421,15,3,57,?a
?c name ?a   ?c parent ?d   ?b name ?d,?a parent ?b,946,0.015856236786469344,1.0,15,3,15,?a
?c name ?a   ?c parent ?d   ?b spouse ?d,?a parent ?b,946,0.05496828752642706,0.6190476190476191,52,3,84,?a
?c name ?a   ?c father ?d   ?d spouse ?b,?a parent ?b,946,0.02748414376321353,0.6190476190476191,26,3,42,?a
?c name ?a   ?c father ?d   ?b spouse ?d,?a parent ?b,946,0.035940803382663845,0.6666666666666666,34,3,51,?a
?c name ?a   ?c name ?d   ?d parent ?b,?a parent ?b,946,0.12684989429175475,1.0,120,3,120,?a
?c name ?a   ?c name ?d   ?d father ?b,?a parent ?b,946,0.05919661733615222,0.835820895522388,56,3,67,?a
?c name ?a   ?c name ?d   ?d mother ?b,?a parent ?b,946,0.040169133192389,0.9047619047619048,38,3,42,?a
?c name ?a   ?c name ?d   ?b child ?d,?a parent ?b,946,0.042283298097251586,0.851063829787234,40,3,47,?a
?c name ?a   ?c gender ?d   ?b gender ?d,?a parent ?b,946,0.040169133192389,0.0014520443255636225,38,3,26170,?a
?c name ?a   ?c mother ?d   ?d spouse ?b,?a parent ?b,946,0.02748414376321353,0.65,26,3,40,?a
?c name ?a   ?c mother ?d   ?b spouse ?d,?a parent ?b,946,0.024312896405919663,0.6388888888888888,23,3,36,?a
?c name ?a   ?c hasSpouse ?d   ?b hasSpouse ?d,?a parent ?b,946,0.05919661733615222,0.0011666666666666668,56,3,48000,?a
?c parent ?a   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a parent ?b,946,0.7367864693446089,0.0005725937098486118,697,3,1217268,?a
?a spouse ?c   ?c spouse ?d   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.25570539419087135,1.0,493,3,493,?a
?a spouse ?c   ?c parent ?d   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.1400414937759336,0.823170731707317,270,3,328,?a
?a spouse ?c   ?c name ?d   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.026970954356846474,0.9629629629629629,52,3,54,?a
?a spouse ?c   ?c father ?d   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.10010373443983403,0.7813765182186235,193,3,247,?a
?a spouse ?c   ?c child ?d   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.10062240663900415,0.4439359267734554,194,3,437,?a
?a spouse ?c   ?c mother ?d   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.09802904564315353,0.9402985074626866,189,3,201,?a
?a spouse ?c   ?c successor ?d   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.04304979253112033,0.5928571428571429,83,3,140,?a
?a spouse ?c   ?c predecessor ?d   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.04719917012448133,0.6190476190476191,91,3,147,?a
?c name ?a   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a parent ?b,946,0.12684989429175475,0.000580113702285648,120,3,206856,?a
?a parent ?c   ?c parent ?d   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.1275933609958506,0.7784810126582279,246,3,316,?a
?a parent ?c   ?c name ?d   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.02074688796680498,0.7843137254901961,40,3,51,?a
?a parent ?c   ?c father ?d   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.1016597510373444,0.7538461538461538,196,3,260,?a
?a parent ?c   ?c spouse ?d   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.13485477178423236,0.9285714285714286,260,3,280,?a
?a parent ?c   ?c child ?d   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.12396265560165975,0.5431818181818182,239,3,440,?a
?a parent ?c   ?c mother ?d   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.09387966804979253,0.8916256157635468,181,3,203,?a
?a parent ?c   ?c successor ?d   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.061203319502074686,0.7151515151515152,118,3,165,?a
?a parent ?c   ?c predecessor ?d   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.044605809128630707,0.6417910447761194,86,3,134,?a
?a name ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a hasSpouse ?b,1928,0.22199170124481327,0.0003770739064856712,428,3,1135056,?a
?a name ?c   ?c name ?d   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.03734439834024896,1.0,72,3,72,?a
?a name ?c   ?c parent ?d   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.021265560165975105,0.7454545454545455,41,3,55,?a
?a name ?c   ?c father ?d   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.015560165975103735,0.6818181818181818,30,3,44,?a
?a name ?c   ?c spouse ?d   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.023858921161825725,1.0,46,3,46,?a
?a name ?c   ?c child ?d   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.013485477178423237,0.4262295081967213,26,3,61,?a
?a name ?c   ?c mother ?d   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.012966804979253113,0.9615384615384616,25,3,26,?a
?a child ?c   ?c hasSpouse ?d   ?b hasSpouse ?d,?a parent ?b,946,0.3276955602536998,0.000534470779103227,310,3,580013,?a
?a successor ?c   ?c predecessor ?d   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.10632780082987552,0.8401639344262295,205,3,244,?a
?a successor ?c   ?c parent ?d   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.06535269709543569,0.7,126,3,180,?a
?a successor ?c   ?c successor ?d   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.0487551867219917,0.5838509316770186,94,3,161,?a
?a successor ?c   ?c child ?d   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.06483402489626557,0.4789272030651341,125,3,261,?a
?a successor ?c   ?c mother ?d   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.03993775933609958,0.7,77,3,110,?a
?a successor ?c   ?c spouse ?d   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.042012448132780086,0.627906976744186,81,3,129,?a
?a successor ?c   ?c father ?d   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.05446058091286307,0.7608695652173914,105,3,138,?a
?a spouse ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a hasSpouse ?b,1928,0.30446058091286304,0.0003770739064856712,587,3,1556724,?a
?a mother ?c   ?c father ?d   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.04616182572614108,0.7946428571428571,89,3,112,?a
?a mother ?c   ?c child ?d   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.0679460580912863,0.5219123505976095,131,3,251,?a
?a mother ?c   ?c spouse ?d   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.08661825726141079,0.943502824858757,167,3,177,?a
?a mother ?c   ?c parent ?d   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.06275933609958506,0.8175675675675675,121,3,148,?a
?a mother ?c   ?c name ?d   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.017634854771784232,0.85,34,3,40,?a
?a mother ?c   ?c mother ?d   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.04823651452282158,0.93,93,3,100,?a
?a parent ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a hasSpouse ?b,1928,0.2437759336099585,0.0003770739064856712,470,3,1246440,?a
?a successor ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a hasSpouse ?b,1928,0.12863070539419086,0.0003770739064856712,248,3,657696,?a
?c predecessor ?a   ?c predecessor ?d   ?d parent ?b,?a parent ?b,946,0.3456659619450317,0.8236775818639799,327,3,397,?a
?c predecessor ?a   ?c predecessor ?d   ?d father ?b,?a parent ?b,946,0.13636363636363635,0.6861702127659575,129,3,188,?a
?c predecessor ?a   ?c predecessor ?d   ?d mother ?b,?a parent ?b,946,0.12050739957716702,0.6666666666666666,114,3,171,?a
?c predecessor ?a   ?c predecessor ?d   ?d predecessor ?b,?a parent ?b,946,0.09408033826638477,0.3617886178861789,89,3,246,?a
?c predecessor ?a   ?c predecessor ?d   ?b child ?d,?a parent ?b,946,0.1522198731501057,0.5975103734439834,144,3,241,?a
?c predecessor ?a   ?c predecessor ?d   ?b successor ?d,?a parent ?b,946,0.09090909090909091,0.33992094861660077,86,3,253,?a
?c predecessor ?a   ?c parent ?d   ?d parent ?b,?a parent ?b,946,0.15750528541226216,0.5265017667844523,149,3,283,?a
?a mother ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a hasSpouse ?b,1928,0.15819502074688796,0.0003770739064856712,305,3,808860,?a
?c predecessor ?a   ?c parent ?d   ?d father ?b,?a parent ?b,946,0.06342494714587738,0.40816326530612246,60,3,147,?a
?c predecessor ?a   ?c parent ?d   ?d mother ?b,?a parent ?b,946,0.05179704016913319,0.3888888888888889,49,3,126,?a
?c predecessor ?a   ?c parent ?d   ?d predecessor ?b,?a parent ?b,946,0.046511627906976744,0.4074074074074074,44,3,108,?a
?c predecessor ?a   ?c parent ?d   ?b child ?d,?a parent ?b,946,0.06553911205073996,0.39490445859872614,62,3,157,?a
?c predecessor ?a   ?c parent ?d   ?b successor ?d,?a parent ?b,946,0.04756871035940803,0.3813559322033898,45,3,118,?a
?c predecessor ?a   ?c successor ?d   ?d parent ?b,?a parent ?b,946,0.014799154334038054,0.07253886010362694,14,3,193,?a
?c predecessor ?a   ?c father ?d   ?d parent ?b,?a parent ?b,946,0.1543340380549683,0.7448979591836735,146,3,196,?a
?c predecessor ?a   ?c father ?d   ?d father ?b,?a parent ?b,946,0.05708245243128964,0.5869565217391305,54,3,92,?a
?c predecessor ?a   ?c father ?d   ?d mother ?b,?a parent ?b,946,0.05391120507399577,0.6144578313253012,51,3,83,?a
?c predecessor ?a   ?c father ?d   ?d predecessor ?b,?a parent ?b,946,0.04439746300211417,0.4421052631578947,42,3,95,?a
?c predecessor ?a   ?c father ?d   ?b child ?d,?a parent ?b,946,0.06448202959830866,0.5700934579439252,61,3,107,?a
?c predecessor ?a   ?c father ?d   ?b successor ?d,?a parent ?b,946,0.0412262156448203,0.40625,39,3,96,?a
?c predecessor ?a   ?c mother ?d   ?d parent ?b,?a parent ?b,946,0.011627906976744186,0.12222222222222222,11,3,90,?a
?c predecessor ?a   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a parent ?b,946,0.3456659619450317,0.0006014788654673877,327,3,543660,?a
?c predecessor ?a   ?c hasSpouse ?d   ?b hasSpouse ?d,?a parent ?b,946,0.13847780126849896,0.000773783506007159,131,3,169298,?a
?a child ?c   ?c parent ?d   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.12136929460580913,1.0,234,3,234,?a
?a child ?c   ?c child ?d   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.08091286307053942,0.4469914040114613,156,3,349,?a
?a child ?c   ?c spouse ?d   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.10010373443983403,0.9554455445544554,193,3,202,?a
?c predecessor ?a   ?c gender ?d   ?b gender ?d,?a parent ?b,946,0.08562367864693446,0.0014453187730849527,81,3,56043,?a
?a child ?c   ?c father ?d   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.0995850622406639,1.0,192,3,192,?a
?a child ?c   ?c name ?d   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.013485477178423237,0.9285714285714286,26,3,28,?a
?a child ?c   ?c mother ?d   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.09232365145228216,1.0,178,3,178,?a
?a child ?c   ?c predecessor ?d   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.07365145228215768,0.7932960893854749,142,3,179,?a
?a child ?c   ?c successor ?d   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.04304979253112033,0.664,83,3,125,?a
?a predecessor ?c   ?c predecessor ?d   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.04979253112033195,0.5962732919254659,96,3,161,?a
?a predecessor ?c   ?c successor ?d   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.10114107883817428,0.9112149532710281,195,3,214,?a
?a predecessor ?c   ?c parent ?d   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.0487551867219917,0.6064516129032258,94,3,155,?a
?a predecessor ?c   ?c child ?d   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.07676348547717843,0.5692307692307692,148,3,260,?a
?a predecessor ?c   ?c father ?d   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.03734439834024896,0.6206896551724138,72,3,116,?a
?a predecessor ?c   ?c mother ?d   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.03319502074688797,0.6213592233009708,64,3,103,?a
?a predecessor ?c   ?c spouse ?d   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.04045643153526971,0.5954198473282443,78,3,131,?a
?c father ?a   ?c father ?d   ?d parent ?b,?a parent ?b,946,0.4682875264270613,1.0,443,3,443,?a
?c father ?a   ?c father ?d   ?d father ?b,?a parent ?b,946,0.22410147991543342,0.8617886178861789,212,3,246,?a
?c father ?a   ?c father ?d   ?d mother ?b,?a parent ?b,946,0.14693446088794926,0.8128654970760234,139,3,171,?a
?c father ?a   ?c father ?d   ?d predecessor ?b,?a parent ?b,946,0.07928118393234672,0.46875,75,3,160,?a
?c father ?a   ?c father ?d   ?b child ?d,?a parent ?b,946,0.14587737843551796,0.8070175438596491,138,3,171,?a
?c father ?a   ?c father ?d   ?b successor ?d,?a parent ?b,946,0.07928118393234672,0.4573170731707317,75,3,164,?a
?c father ?a   ?c parent ?d   ?d parent ?b,?a parent ?b,946,0.3773784355179704,0.7212121212121212,357,3,495,?a
?c father ?a   ?c parent ?d   ?d father ?b,?a parent ?b,946,0.17970401691331925,0.6007067137809188,170,3,283,?a
?c father ?a   ?c parent ?d   ?d mother ?b,?a parent ?b,946,0.11945031712473574,0.551219512195122,113,3,205,?a
?c father ?a   ?c parent ?d   ?d predecessor ?b,?a parent ?b,946,0.06236786469344609,0.427536231884058,59,3,138,?a
?c father ?a   ?c parent ?d   ?b child ?d,?a parent ?b,946,0.11205073995771671,0.48623853211009177,106,3,218,?a
?c father ?a   ?c parent ?d   ?b successor ?d,?a parent ?b,946,0.06553911205073996,0.41333333333333333,62,3,150,?a
?c father ?a   ?c gender ?d   ?b gender ?d,?a parent ?b,946,0.18710359408033828,0.0014517478387821722,177,3,121922,?a
?a predecessor ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a hasSpouse ?b,1928,0.1270746887966805,0.0003770739064856712,245,3,649740,?a
?c father ?a   ?c predecessor ?d   ?d parent ?b,?a parent ?b,946,0.1543340380549683,0.7564766839378239,146,3,193,?a
?c father ?a   ?c predecessor ?d   ?d father ?b,?a parent ?b,946,0.05708245243128964,0.6136363636363636,54,3,88,?a
?c father ?a   ?c predecessor ?d   ?d mother ?b,?a parent ?b,946,0.05391120507399577,0.6219512195121951,51,3,82,?a
?c father ?a   ?c predecessor ?d   ?d predecessor ?b,?a parent ?b,946,0.045454545454545456,0.3161764705882353,43,3,136,?a
?c father ?a   ?c predecessor ?d   ?b child ?d,?a parent ?b,946,0.06659619450317125,0.4666666666666667,63,3,135,?a
?c father ?a   ?c predecessor ?d   ?b successor ?d,?a parent ?b,946,0.04334038054968287,0.2907801418439716,41,3,141,?a
?a hasSpouse ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a hasSpouse ?b,1928,1.0,0.0003770739064856712,1928,3,5113056,?a
?a father ?c   ?c parent ?d   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.0975103734439834,0.7704918032786885,188,3,244,?a
?a father ?c   ?c father ?d   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.0762448132780083,0.7696335078534031,147,3,191,?a
?a father ?c   ?c spouse ?d   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.09647302904564316,0.9117647058823529,186,3,204,?a
?a father ?c   ?c mother ?d   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.05964730290456432,0.8333333333333334,115,3,138,?a
?a father ?c   ?c child ?d   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.08973029045643154,0.540625,173,3,320,?a
?a father ?c   ?c successor ?d   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.05394190871369295,0.6753246753246753,104,3,154,?a
?a father ?c   ?c predecessor ?d   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.04045643153526971,0.6190476190476191,78,3,126,?a
?c father ?a   ?c hasSpouse ?d   ?b hasSpouse ?d,?a parent ?b,946,0.21987315010570824,0.0010754189222027474,208,3,193413,?a
?c successor ?a   ?c successor ?d   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.12240663900414937,0.9291338582677166,236,3,254,?a
?c successor ?a   ?c parent ?d   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.049273858921161824,0.625,95,3,152,?a
?c successor ?a   ?c predecessor ?d   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.050311203319502076,0.6178343949044586,97,3,157,?a
?c successor ?a   ?c child ?d   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.0741701244813278,0.5674603174603174,143,3,252,?a
?c successor ?a   ?c mother ?d   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.029564315352697094,0.6063829787234043,57,3,94,?a
?c successor ?a   ?c father ?d   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.03941908713692946,0.6440677966101694,76,3,118,?a
?c successor ?a   ?c spouse ?d   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.03993775933609958,0.6260162601626016,77,3,123,?a
?c father ?a   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a parent ?b,946,0.4682875264270613,0.000570115155539769,443,3,777036,?a
?c mother ?a   ?c mother ?d   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.137448132780083,1.0,265,3,265,?a
?c mother ?a   ?c parent ?d   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.12551867219917012,1.0,242,3,242,?a
?c mother ?a   ?c father ?d   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.08506224066390042,0.9879518072289156,164,3,166,?a
?c mother ?a   ?c name ?d   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.013485477178423237,0.9285714285714286,26,3,28,?a
?c mother ?a   ?c spouse ?d   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.08609958506224066,0.9707602339181286,166,3,171,?a
?c mother ?a   ?c child ?d   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.07053941908713693,0.45791245791245794,136,3,297,?a
?c mother ?a   ?c predecessor ?d   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.03890041493775934,0.7425742574257426,75,3,101,?a
?c mother ?a   ?c successor ?d   ?d hasSpouse ?b,?a hasSpouse ?b,1928,0.026970954356846474,0.6046511627906976,52,3,86,?a
?a child ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a parent ?b,946,0.6501057082452432,0.000596145122078889,615,3,1031628,?a
